TeamName,Score
Tulem,0.0237655
SteveKane,0.0237521
vfdev,0.0237512
socratic,0.0237317
Gray,0.0236875
Jose Antonio Sánchez,0.0236656
just for fun,0.0236446
iLL-Logistic,0.0236446
Pablo,0.0236446
rhenry,0.0236446
dineshkumar,0.0236446
vij,0.0236446
sudhir,0.0236394
Tim Raketa,0.0236211
Jianmin Sun,0.0236071
Sergey 2,0.0235965
Javier ,0.023552
ericwellsberkeley,0.0235383
zerotoone,0.0235328
mingjerli,0.0235328
EktaGujral,0.0235328
Tales Matos,0.0235328
Prashant,0.0235328
ArunBhaskar,0.0235328
Jinhui,0.0235328
2h2f,0.0235328
foolius,0.0235328
Hanish Goel,0.0235328
Speedingdata,0.0235272
Satya,0.0234827
yobobski,0.0234677
dcrucs,0.023467
André Zanin Rovani,0.023467
PiotrLewanda,0.0234015
pipipopo,0.0233957
GloverLabs,0.0233444
AMLACorporation,0.0233411
RSilveira,0.0233259
kjk8,0.0233187
Karen Lowe,0.0232794
StephenSmith,0.0232697
Super Saiyan,0.023267
AwesomeGabe,0.0232263
web,0.0232263
noyin lawal,0.0232164
Adam 2,0.0231918
Bryan Gilbert Davis,0.0231832
AnatolyGorbunov,0.0231788
Qiang Guo,0.0230417
Marta Klimaszewska,0.0230144
Yuri,0.0229213
Emil Kayumov,0.0229206
DATeam,0.0229193
CUHK_803,0.0229098
yananchen,0.0228928
Louis_M,0.0228661
gmobaz,0.0228555
Roman C,0.022849
Luke Wilimitis,0.0228299
Anlytix,0.0227948
ZhongweiTeng,0.0227869
hanphl,0.0227061
Quốc Bảo Đỗ,0.0226993
Stewart Park,0.022681
Zachary Ruzhinov,0.0226768
Bernardas Ciapas,0.0226379
wordsmith,0.022615
shabbzad,0.0225267
Cronopio,0.0225162
Arcady Chumachenko,0.022475
AspiringDataScientists,0.022475
Richard Giles,0.022475
Scripters,0.022475
Spyros :-],0.022475
xiao zhou,0.0224599
Rob Wishart,0.0224278
Julien,0.0223896
TeamQ,0.0223661
ShiyangChen,0.0222745
fpaton,0.0222522
BAH_KOKO,0.022247
Alex 2,0.0222328
zhangzhi,0.0221762
dreeux,0.0221762
deeohcube,0.0221578
Aleksandra Kocot,0.0221455
J.C. Luque,0.022145
argo,0.022145
Jayden Tan,0.022145
Naveen Chakravarthy,0.022145
sujoy kumar chatterjee,0.022145
Ran Locar,0.022145
gwsan826,0.022145
Pelham,0.022145
jlandaet,0.022145
MirabelWang,0.022145
aguerreiro,0.022145
Wei Xiao,0.022145
Alex Fang,0.022145
SophiaHe,0.022145
Heiko,0.022145
Forrest & Angela,0.022145
Coco Liu,0.022145
vickyxu,0.022145
Jacob Mortensen,0.022145
skw1990,0.022145
BrettW,0.022145
Sugan,0.022145
"Vadim Zhuravlyov (MMP,MSU,Russia)",0.022145
Yuvraj,0.022145
AnilKumar,0.022145
TeamBeard,0.022145
Vijayakumar Sekar,0.0221285
Black Swan,0.0221199
Yovi Zhang,0.0221093
Rprades,0.0221029
Estrella,0.0220942
"Adil Tleubayev (MMP, MSU, RUSSIA)",0.0220176
inscaven,0.0220072
erettic,0.022
Gal Eyal,0.0219126
xiangliu,0.0219064
DuraQ,0.0218987
MartinManga,0.0218698
matej ferenc,0.0218301
Mayukh Bhattacharyya,0.0218104
Currie32,0.0217991
Jerin,0.0217859
Alternates,0.0216818
Dong HC,0.021681
LTML,0.0216313
Andreas Yiannakou,0.0216275
Yury Kozyrev,0.0215968
ebdd0304e745872f59bc5597a2f20fb9f7a5a8a704098a5aedbb0bcefc24d11b,0.0215017
Sergey,0.0214399
lucasosouza,0.0213589
Harley Zhang,0.0212812
Naveen KYATHAM,0.0212359
Edward Tsai,0.0212004
Amitava,0.0211896
AMDJ,0.0211014
BahaaEddin AlAila,0.0209935
fjar,0.0209503
ColinRees,0.0208006
Peter Csizsek,0.0207778
MF1633053,0.0207627
BAB8,0.0206899
zhongwei,0.020661
Fractal,0.0206031
Andreas,0.0205911
TomokIshii,0.0205573
QUZUS,0.0205407
piecu,0.0205042
Xin Zhang,0.0205042
ChrisKorn,0.0205004
Pushpendra,0.0203807
OmerZ,0.0203558
Diogo Pires Aurélio,0.0202963
RHG1982,0.0202173
MW Bowers,0.0201208
Miguel Won,0.0201096
Vishwanathan Raman,0.020088
Lecrin Technologies,0.0200717
MF1633072,0.0199606
Magic C,0.0198983
Ernesto Noya Garcia,0.0198863
alexnog,0.0197932
Marcin Szymanski,0.0197648
goldchops,0.0196943
NSJM,0.0196837
MF1633033,0.0196668
Marcin Dziduch,0.019595
__jenny__,0.0195759
_LT_zyc,0.0195671
MF1633028,0.0195636
Test,0.0195282
vz,0.0195179
Chetan,0.019504
EduChana,0.0194772
mortehu,0.0194467
harry,0.0194378
Tshilidzi Mudau,0.019422
AshishMishra,0.0193805
Dumb and Dumber,0.0193805
Saif,0.0193665
Gary Ng,0.0192984
Vadim,0.0192531
Fengari,0.0192512
AbelGbeli,0.0192075
Sean Segal,0.0191661
cidambic,0.0191549
congzhesu,0.0190724
RuoChun Tzeng,0.0190545
ValentinPignolet,0.0189681
Angus,0.0189681
Raul Pulido,0.0189681
Petxo,0.0189681
GL,0.0189368
Vivek Uday,0.0189013
aventinus,0.0188661
MG1633071,0.0188375
XDCoder,0.0188152
Paolo M.,0.0188127
gengh!s,0.0186866
pras,0.0186516
TuTuTu,0.0186003
Chris,0.0185913
sinosora,0.0185584
shareone,0.0185567
Korean Wave,0.0185308
rampeer,0.0185073
Ton Badal,0.0185073
RickArko,0.0185073
AbhijeetUpadhyay,0.0185073
klausolo,0.0185073
luisfer,0.0184804
ArifAziz,0.0184492
Vikas Agrawal,0.018385
Subesh,0.0182771
GiadaDeBerardinis,0.0180754
BluEOS,0.0180341
ErikSchumacher,0.0179109
Ares,0.017909
Samarth Agarwal,0.0178929
jackhftang,0.0178815
StatsmanGo,0.0178739
ags29,0.01784
AnselVahle,0.0177786
_ferdinand,0.017716
Esh,0.017659
PUTAJ,0.017586
pbys,0.0175043
Pierre,0.0174755
TeeratP,0.0174272
gabgiorgio,0.0173486
strivingwen,0.0173473
Prisma Liu,0.0172829
GabrielSantucci,0.0172424
YNU Shiralab,0.0171374
YiZhengFang,0.017112
messiNo1,0.0171023
barum,0.0170933
MonDai,0.0170922
Hyun-TaeHwang,0.0170508
MarcoPolli,0.0170347
Jong-heeJeon,0.0170336
chok68,0.0169994
MBeea,0.0169498
MG1633035,0.0169498
Mr. Tian,0.0169453
dn1k,0.0169447
richard,0.0169106
nathantheshark,0.0169106
think brain,0.0169106
twin_pilgrim,0.0169106
OliverIsAParanoid,0.01691
Sahil Karkhanis,0.01691
FlorianZa,0.01691
Szilárd Kálosi,0.01691
KeKang,0.01691
Malabar,0.01691
csua,0.01691
Pablo 2,0.01691
Mainul,0.0169095
TianZhang,0.0169095
Aravind Sundaresan,0.0169095
sean2016,0.0169095
Sharathkumar Anbu,0.0169095
BaruchEspinosa,0.0169095
Tenniel Miao,0.0169095
Robert Jonczy,0.0169095
iown4800,0.0169095
Shreesha,0.0169095
GWU_DS,0.0169095
"Nadia Chirkova (MMP, MSU, Russia)",0.0169095
Binomka,0.0169095
Dmitriy Batogov,0.0169095
DZ1633006,0.0169095
composersyf,0.0169095
kuanzhou,0.0169095
ask788,0.0169095
MG1633034,0.0168743
Johan Wensäter,0.0168742
yoonkanglow,0.0168211
Team teamteam,0.0167941
GoGoTest,0.0167873
MT,0.0166538
Brandon Veber,0.0166503
MG1633089,0.0166468
qianqian,0.0166262
Jared Siskin,0.0165785
SteveB,0.0165573
June Lau,0.0165379
Kevin Hsu,0.0165192
Ioannis,0.0164583
Aleksey Klementiev,0.0163134
Marija Zoldin,0.0162547
Andi Rexha,0.016241
zyl625,0.0162225
Damien Conroy,0.0162097
Michael J. Sabal,0.0162049
buggy_code,0.0162049
Mink,0.0162049
ShreenathVadavi,0.016201
Hannes De Valkeneer,0.0161923
Kugel,0.0161919
broccoli7,0.0161593
GaleDataScience,0.0160436
Himanshu Pandey,0.0160006
SeawardSky,0.0159756
Jarnet,0.0159378
NanWu,0.0159212
Bruce Cragin,0.0159193
piby4,0.0157968
Gabriel M Stoppini,0.0157193
Ilya,0.015658
manhattan,0.0156211
Third I Inc,0.0156138
Jida,0.0155736
BirmjinIn,0.0155551
hknmtt,0.0153435
VHS,0.0153392
Anisoft,0.0153112
queise,0.0151555
Shaman King,0.0151433
Iury Porto,0.0151311
sankhamukherjee,0.0151102
eadeeb,0.0151085
Marta R.,0.0150864
Mean Garfield,0.0150726
beginner1,0.0149088
los canadienses,0.0148934
Tiramisu,0.0148411
Natural Stupidity,0.0148285
NirmalElumalai,0.0147989
Raghavan,0.0147989
Aces,0.0147989
Jose,0.0147989
kinglarsen,0.0147989
HOHOYAO,0.0147934
DeanNg,0.0147564
HimaniDudhat,0.0147564
nightcall,0.0147564
JamesLeDoux,0.0147564
chuan92,0.0147564
A de la Llama,0.0147564
Fding,0.0147564
ehansis,0.0146771
sourish,0.0145454
Himanshu Jain,0.0143527
MF1633030,0.0143265
AlexeiNovikov,0.01418
StatLearner,0.0141553
abc1234,0.0141137
Gene D'Angelo,0.0141034
MachineM,0.0140353
ShuDorNof,0.014035
meetdestiny,0.0140341
JimmyLafontaine,0.0139944
MF1633065,0.0139617
idarthvader,0.0139573
DaveZahedi,0.0137892
Stanislav K.,0.013756
bshelton141,0.013704
Telcontar120,0.0136259
Glimmung,0.0134329
rowout,0.0134037
Cyborgus,0.0133523
iulian,0.0133263
James Allen,0.0131812
Abhinay Vyas,0.0130255
RgrNormand,0.0128165
beculet,0.0127409
W.,0.0127325
A-Team,0.0127189
VaultHunters,0.0126776
mabelvj,0.0126475
PVsquare,0.0125837
Sanny Sanoff,0.0124534
CB,0.0123734
Fraggle inc.,0.0123488
terlindou,0.0123156
larsonw,0.0123113
Gmase,0.0117744
axiom,0.0117698
Inglourious Clasters,0.0117524
radnado,0.0117386
Sebas,0.0117385
SachidanandTiwari,0.0116738
Jpuigde,0.0115976
AlexeiRamotar,0.0111061
mberdutin,0.0110136
Daniel Lee,0.0109013
EiichiSaida,0.0108358
riverbirch,0.0108193
J&A Scientists,0.0107981
CCTB,0.010717
guyko,0.0107006
MG1633014,0.0106865
wulveagfin,0.010606
aleksey_sm,0.0105351
Goutam,0.0105004
GIP,0.0104239
davesteps,0.0103856
peterli,0.0103823
cccccc,0.0103281
BigMoney,0.0101578
jstaker7,0.0100522
aocampor,0.0100219
DZ1633010,0.0099639
aminos,0.0099601
Vishal,0.0099153
Chris Staudt,0.0099098
24th,0.0098341
MG1633044,0.0098333
Petra,0.0098135
Adrian Hegner,0.0097183
Nuzhny Anton,0.0097183
rfreeman006,0.0097147
MF1633012,0.0097003
MF1633057,0.0096722
MF1633045,0.0096708
Herman Schaaf,0.0096681
MartaAZ,0.0096681
Charles Zhou,0.0096681
BenjaminLevine,0.0096681
Dilshod,0.0096681
aidan gawronski,0.0096681
ToanTran,0.0096681
vanilla-ic,0.0096681
László Gábor,0.0096681
Mugape,0.0096681
LehighMiners,0.0096681
Last Minute Losers,0.0096681
Maximiliano,0.0096681
BenDuffy,0.0096681
Humming,0.0096681
Hstc20131116E,0.0096681
Ali Elseddeek,0.0096681
HIT_DoubleKill,0.0096681
zhang828,0.0096681
Prajakta_Lisa_Ankith_Team,0.0096645
MF1633036,0.0096645
aboul,0.00966
20401961,0.0096573
Roman Akhunov,0.0096161
UIA Allstars,0.0096098
Orges Leka,0.0096054
varg54,0.0095939
MG1633046,0.0095856
shishishui,0.0094804
NikhilKishore,0.0094239
SieteTacos,0.0094212
stupid,0.0094207
MarcinMatłacz,0.0093345
Federico,0.0092932
vyeh25a,0.0092623
PLenaers,0.009261
panda_wu,0.0092299
Anuj Saxena,0.0092164
Data4Good,0.009214
MG1633064,0.0091729
Beverly,0.0091369
DumbLearner,0.0091134
slkingxr,0.009091
HIT_HappyLearn,0.0089361
HIT_LD,0.0089199
MF1633043,0.0089136
adam,0.0087134
Messivânio,0.0086845
Yoda,0.0086845
Byfone,0.0086845
bdbozyk,0.0086845
mutatos,0.0086586
visualmind,0.008566
Derongan,0.0085521
老段子,0.0085375
Fractal Feelings,0.0085365
YuichiroSomeya,0.0084664
Desmond Lau,0.008452
aurelian,0.0083324
gosh76,0.0083012
Andrei Balandin,0.0081537
Harpreet,0.0080502
Sachin Adnaik,0.0080292
乖巧,0.0080239
Akash Gupta,0.00801
plouandre,0.0078466
fansy,0.0077072
Botus,0.0073172
SCG,0.007312
zapp,0.0071453
PaulMorrison,0.0069411
Ivan Oliveri,0.0069015
my_GOD,0.0068937
FabianLng,0.0068765
he zhang,0.0068138
custora!,0.0067747
Damonhaus,0.006774
Kovalenko,0.0067516
Anil,0.006737
gamago,0.0067321
Manuel Bolívar,0.0067287
Guybrush Threepwood,0.0067094
Ding Zhaoyun zhidaozu,0.0066204
Sameh Manaa,0.0066012
Sonu Kumar,0.0064824
tubby,0.0064453
fab64443,0.0064421
RaulMonraz,0.0063183
rongbin,0.0063003
Mylaw,0.0058388
Lutrovnik,0.0058045
zznx,0.0054513
Max Rabe,0.0054404
24K纯帅,0.0054331
huru,0.0054017
excel_analitics,0.0053952
ksb,0.0053551
Bharath Venkatesh,0.0053207
jalbano,0.0051495
Piglet,0.0050978
Konstantin,0.0049186
fuzzybet,0.0048514
MandeepSingh,0.0048163
Randy,0.0045767
LV,0.00437
Draft Games,0.0042238
MG1633111,0.0041241
Juan Quintana,0.0041203
Rafał Jankowski,0.0041178
Tatsuyoshi Noma,0.0041178
PracticalResearch,0.0041178
lamariaangel,0.0041178
Ashish Kumar Sippy,0.0041178
Kirill Malev,0.0041178
Adam Tetelman,0.0041178
vinitmuchhala,0.0041178
Sean Zhu,0.0041178
horeso,0.0041178
Owen Corrigan,0.0041178
Kenyaness,0.0041178
SA,0.0041178
Soumojit Kumar,0.0041178
GangOlsena,0.0041178
linsam,0.0041178
Zain Muhammad,0.0041178
zaq1xsw2tktk,0.0041178
BallsoHard,0.0041178
Coaxecva,0.0041178
AlexeyPavlyukov,0.0041178
sofmonk,0.0041178
Ita,0.0041178
juandoso,0.0041178
Innerproduct,0.0041178
alivi,0.0041178
niteenr1 .,0.0041178
Serhiy Danchenko,0.0041178
Bookoff,0.0041178
Faizan Batra,0.0041178
edugago,0.0041178
rocky 4 president,0.0041178
flyingbirdman,0.0041178
Maximilian,0.0041178
PengyuNi,0.0041178
chanjunxian,0.0041178
Datass,0.0041178
VijayKatta,0.0041178
Beethoven,0.0041178
Yosuke Abe,0.0041178
Luke Bornn,0.0041178
Thang Le,0.0041178
Ye Yuan,0.0041178
chongwei,0.0041178
Zheglov,0.0041178
Jughead,0.0041178
GatorDontPlay,0.0041178
rollingstone,0.0041178
Andy Patterson,0.0041178
Naveen,0.0041178
PaoDuroMacMoney,0.0041178
aepi,0.0041178
Edwin_Fu,0.0041178
STAT 440 bobo,0.0041178
AlNorine,0.0041178
Rosie Jiang,0.0041178
QuanLiu,0.0041178
srkudai,0.0041178
anaconda,0.0041178
Balaji N,0.0041178
Iain,0.0041178
abhinavnigam,0.0041178
Palme,0.0041178
xUnknown,0.0041178
LiveToKill,0.0041178
cocosan,0.0041178
Gaurav Dixit,0.0041178
LIN China,0.0041178
naurril,0.0041178
欧阳嘉林,0.0041178
Masoud,0.0041178
Aleksey Zubakov,0.0041178
Prashant Chaudhari,0.0041178
ax,0.0041178
FWD,0.0041178
vishal sharma,0.0041178
Nilesh Kadam,0.0041178
Ahmed Mostafa,0.0041178
Nick,0.0041178
Teja,0.0041178
Ask for an SSB,0.0041178
Starboy,0.0041178
Daniel Yoo,0.0041178
Avanti,0.0041178
Wolfgang,0.0041178
kasimsaeed,0.0041178
Jeff Valdez,0.0041178
Hatim,0.0041178
Kirti R Sharma,0.0041178
Gendelbrot,0.0041178
HelloThere,0.0041178
Davics,0.0041178
MF1633047,0.0041178
tristanbergh,0.0041178
lingfeir,0.0041178
ASV,0.0041178
MG1633063,0.0041178
Biswajit Ghoshal,0.0041178
Mo' Data Mo' Problems,0.0041178
Timur K,0.0041178
Serhii,0.0041178
comanda,0.0041178
Marek Skiba,0.0041178
gtrimarc,0.0041178
SurajSingh,0.0041178
nestKDsc,0.0041178
Rahul Metangale,0.0041178
surendranath,0.0041178
mg 1633094,0.0041178
Xniper,0.0041178
DZ1633004,0.0041178
GrzegorzParka,0.0041178
Ivo Georgiev,0.0041178
MG1633022,0.0041178
MG1633032,0.0041178
Yang Cai,0.0041178
BartoszF,0.0041178
AarshTrivedi,0.0041178
Anade Toussaint,0.0041178
Vetri Box,0.0041178
LearnFromData,0.0041178
Ankit Singh,0.0041178
hayim lusthaus,0.0041178
amgmails,0.0041178
Baralill,0.0041178
DAN,0.0041178
csaszizoltan,0.0041178
HAbdulla,0.0041178
Nikhil Chug,0.0041178
Jalal Habibi,0.0041178
Draško Kokić,0.0041178
josalelg,0.0041178
blackblade,0.0041178
sxd213,0.0041178
MAM,0.0041178
Andrea,0.0041178
Satish7101,0.0041178
MG1633066,0.0041178
MG1633016,0.0041178
Niitsuma Hirotaka,0.0041178
HarshitSaxena,0.0037447
FamilFamilzade,0.0036626
Alper,0.0036626
reneeva29,0.0035681
Tom Trinter,0.0033881
dutch-irish,0.0032772
Les Gaulois,0.0030818
Jozsika,0.002866
Dzianis Sokalau,0.0028435
Anindo Chakraborty,0.002684
zumbov,0.0026604
PAvel Rodionov,0.0026462
Kuch Bhi,0.0021478
hanisunR,0.0020579
ShenHuang,0.0020183
chn9hn,0.0020135
jiangpanonly1,0.0019082
Curious Bear,0.0017839
Blitzkrieg,0.0017604
Mike M,0.001751
Cullen Luong,0.0015211
hhhsdshd,0.0014343
ThinkTopic,0.0013689
Ritesh Sinha,0.0010587
JuliaE.,0.0010521
Jason Yu,0.001041
CalhounQF,0.0008106
Elsayed Hemayed,0.0005987
ToKr,0.0005745
Duka,0.0005524
Jekyll,9.33e-05
0rangutan,5.02e-05
Piotr Kuśmierczyk,5.4e-06
Jeremy Ferrer,1.8e-06
sashibhushan,0
Sany Mathew,0
Trillville,0
MBteam,0
SarahLee,0
mikraig,0
cifaldi,0
Alahaga,0
j_scheibel,0
euler_lee,0
Neuralnetwork,0
Gils,0
joeshmoe,0
Blockhead,0
pashaalex,0
alphacor,0
Shiva Rakshith,0
